step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
2630.0,[746],[949605.1374097003],[2982476.0665519545],[4292.0]
2635.0,[747],[950927.481205732],[2986621.9128029426],[4292.0]
2642.0,[755],[957020.6876833303],[3005725.4595053787],[4517.0]
2647.0,[758],[957020.6876833303],[3005725.4595053787],[4517.0]
2654.0,[763],[967100.2220427914],[3037327.2951658927],[4522.0]
2659.0,[764],[967772.2354163136],[3039434.1709036604],[4522.0]
2666.0,[768],[968303.8693797984],[3041101.2675929386],[4522.0]
2671.0,[770],[969954.8823746255],[3046277.6261359733],[4527.0]
2678.0,[772],[970876.2385662216],[3049166.2582580084],[4527.0]
2685.0,[775],[975273.1014269685],[3062951.5821845443],[4527.0]
2692.0,[778],[977049.0389843064],[3068519.608801901],[4548.0]
2699.0,[781],[978564.006357265],[3073269.4205874847],[4562.0]
2706.0,[782],[983018.6148448146],[3087235.9088537614],[4562.0]
2711.0,[782],[983018.6148448146],[3087235.9088537614],[4562.0]
2718.0,[787],[983018.6148448146],[3087235.9088537614],[4609.0]
2723.0,[792],[988007.8076173996],[3102878.26631164],[4609.0]
2730.0,[796],[994449.1582892588],[3123073.7462805957],[4614.0]
2737.0,[799],[1001141.8193728587],[3144057.0737365573],[4679.0]
2744.0,[800],[1003552.0701597482],[3151613.8847780884],[4703.0]
2751.0,[804],[1015951.0422953493],[3190486.1888582534],[4771.0]
2758.0,[806],[1035633.9056006012],[3253055.984285953],[4826.0]
2763.0,[811],[1037661.4879465401],[3259412.924464291],[4856.0]
2770.0,[816],[1040367.2843956032],[3267896.273220299],[4874.0]
2777.0,[819],[1040367.2843956032],[3267896.273220299],[4894.0]
2782.0,[825],[1042825.8396031243],[3275604.441211913],[4911.0]
2789.0,[828],[1042825.8396031243],[3275604.441211913],[4926.0]
2796.0,[830],[1043449.4417429989],[3277559.5391806914],[4926.0]
2801.0,[831],[1043449.4417429989],[3277559.5391806914],[4926.0]
2808.0,[833],[1044497.8376957204],[3280846.494216641],[4931.0]
