step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
315.0,[226],[166854.93540634087],[523122.24436253076],[0.0]
316.0,[226],[166854.93540634087],[523122.24436253076],[0.0]
317.0,[228],[168451.4300432494],[528127.5942197499],[0.0]
318.0,[228],[168451.4300432494],[528127.5942197499],[0.0]
319.0,[228],[168451.4300432494],[528127.5942197499],[0.0]
320.0,[228],[168451.4300432494],[528127.5942197499],[0.0]
321.0,[228],[168451.4300432494],[528127.5942197499],[0.0]
322.0,[228],[168451.4300432494],[528127.5942197499],[0.0]
323.0,[228],[168451.4300432494],[528127.5942197499],[0.0]
324.0,[232],[171502.50761781092],[537693.3418590568],[0.0]
325.0,[234],[172970.23347841718],[542294.9384722004],[0.0]
326.0,[234],[172970.23347841718],[542294.9384722004],[0.0]
327.0,[234],[172970.23347841718],[542294.9384722004],[0.0]
328.0,[234],[172970.23347841718],[542294.9384722004],[0.0]
329.0,[234],[172970.23347841718],[542294.9384722004],[0.0]
330.0,[234],[172970.23347841718],[542294.9384722004],[0.0]
331.0,[234],[172970.23347841718],[542294.9384722004],[0.0]
332.0,[236],[174415.08732149744],[546824.8288275193],[0.0]
333.0,[236],[174415.08732149744],[546824.8288275193],[0.0]
334.0,[236],[174415.08732149744],[546824.8288275193],[0.0]
335.0,[236],[174415.08732149744],[546824.8288275193],[0.0]
336.0,[241],[178178.1488885217],[558622.7804174407],[0.0]
337.0,[244],[180254.061879603],[565131.1223581103],[0.0]
338.0,[244],[180254.061879603],[565131.1223581103],[0.0]
339.0,[244],[180254.061879603],[565131.1223581103],[0.0]
340.0,[244],[180254.061879603],[565131.1223581103],[0.0]
341.0,[244],[180254.061879603],[565131.1223581103],[0.0]
342.0,[244],[180254.061879603],[565131.1223581103],[0.0]
343.0,[244],[180254.061879603],[565131.1223581103],[0.0]
344.0,[244],[180254.061879603],[565131.1223581103],[0.0]
345.0,[244],[180254.061879603],[565131.1223581103],[0.0]
346.0,[246],[181759.39297758247],[569850.637626102],[0.0]
347.0,[246],[181759.39297758247],[569850.637626102],[0.0]
348.0,[248],[183304.68578411033],[574695.4477760642],[0.0]
349.0,[250],[184808.3473503138],[579409.728136879],[0.0]
350.0,[250],[184808.3473503138],[579409.728136879],[0.0]
351.0,[250],[184808.3473503138],[579409.728136879],[0.0]
