step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
2778.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2779.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2780.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2781.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2782.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2783.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2784.0,[1832],[1350143.9305744611],[4232931.411030219],[0.0]
2785.0,[1834],[1351507.4231411205],[4237206.181639013],[0.0]
2786.0,[1834],[1351507.4231411205],[4237206.181639013],[0.0]
2787.0,[1835],[1352329.8062679453],[4239784.384866374],[0.0]
2788.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2789.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2790.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2791.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2792.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2793.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2794.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2795.0,[1836],[1353134.923506474],[4242308.461569881],[0.0]
2796.0,[1838],[1354609.0970907025],[4246930.271971355],[0.0]
2797.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2798.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2799.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2800.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2801.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2802.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2803.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2804.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2805.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2806.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2807.0,[1840],[1356004.6058657158],[4251305.404997048],[0.0]
2808.0,[1847],[1361277.0933674618],[4267835.5430039745],[0.0]
2809.0,[1852],[1364891.598111003],[4279167.531728116],[0.0]
2810.0,[1852],[1364891.598111003],[4279167.531728116],[0.0]
2811.0,[1852],[1364891.598111003],[4279167.531728116],[0.0]
2812.0,[1853],[1365639.429951428],[4281512.027759479],[0.0]
2813.0,[1854],[1366443.1883600012],[4284031.844702016],[0.0]
2814.0,[1854],[1366443.1883600012],[4284031.844702016],[0.0]
